# Stock Analysis Data Export
# Symbol: AAPL
# Export Date: 2025-08-30T21:45:17.782461
# Data Points: 434
# Date Range: 2024-01-02 to 2025-08-29
# Features: 50 technical indicators included
#
,Close,High,Low,Open,Volume,Daily_Return,Log_Return,Price_Range,Price_Change,MA_5,MA_5_Signal,MA_10,MA_10_Signal,MA_20,MA_20_Signal,MA_50,MA_50_Signal,MA_100,MA_100_Signal,MA_200,MA_200_Signal,EMA_12,EMA_26,RSI_14,RSI_7,MACD,MACD_Signal,MACD_Histogram,BB_Upper,BB_Middle,BB_Lower,BB_Width,BB_Position,Williams_R_14,Williams_R_21,Momentum_5,ROC_5,Momentum_10,ROC_10,Momentum_20,ROC_20,Volatility_10,Volatility_30,Volume_MA_10,Volume_Ratio,Price_Volume,Support,Resistance,Trend_5,Trend_20 
2024-11-22,229.056854248,229.9038535446,227.253259365,227.253259365,38168300,0.0059074692,0.0058900885000000005,2.6505941796,1.8035948831000002,227.9288726807,1,226.2458465576,1,226.0403869629,1,226.7337283325,1,224.3568444824,1,204.1925955963,1,226.8580361133,226.7159827219,67.6462134646,69.5473043568,0.1420533913,-0.303874527,0.4459279183,232.6815683142,226.0403869629,219.3992056116,13.2823627026,0.7271032159,-8.6531861156,-30.6731581113,4.8527526855000005,2.1644352854,2.8996887207,1.2821564658,-1.2811584473,-0.5562079972,0.0092050572,0.010620331,42010940.0,0.9085323966000001,8742710729.995728,218.6922188285,233.6426119766,1,-1
2024-11-25,232.0462493896,232.4249100572,228.9273316754,230.6412486273,90152800,0.0130508871,0.0129664581,3.4975783818,1.4050007624,228.8954376221,1,227.1067901611,1,226.0267608643,1,227.0682949829,1,224.4122822571,1,204.4477761078,1,227.6562227712,227.1108172954,69.7064096104,69.2945235508,0.5454054757,-0.1340185264,0.6794240022,232.6146075004,226.0267608643,219.4389142281,13.1756932723,0.9568631343,-3.088697484,-10.6777298172,4.832824707,2.1269978716,8.6094360352,3.8531860108,-0.2725219727,-0.1173051885,0.0085601195,0.0104588631,46825660.0,1.925286264,20919619111.975098,218.6922188285,233.2444706163,1,-1
2024-11-26,234.228515625,234.736721324,232.5046394423,232.5046394423,45986200,0.0094044452,0.0093604987,2.2320818817,1.7238761827,230.2466461182,1,228.1859603882,1,226.1088104248,1,227.4371511841,1,224.4809925842,1,204.7175912476,1,228.6673447487,227.6380542155,74.2156358948,95.644283626,1.0292905331,0.0986432855,0.9306472477000001,233.070951745,226.1088104248,219.1466691046,13.9242826404,1.083132748,-3.6247985446,-3.167475583,6.7560424805,2.9700483698,10.7917022705,4.8298676071,1.6409912109,0.7055370726,0.0086101536,0.0104057001,47384450.0,0.9704913743,10771279365.234375,218.6922188285,234.736721324,1,1
2024-11-27,234.0989532471,234.8562745604,232.9829199914,233.640588962,33498400,-0.0005531452000000001,-0.0005532982,1.873354569,0.4583642851,231.4284454346,1,229.1634902954,1,226.3620544434,1,227.7257772827,1,224.5056561279,1,204.982985611,1,229.5029768254,228.1166393347,68.024254051,92.4966661895,1.3863374905999999,0.35618212650000003,1.0301553641,234.097710468,226.3620544434,218.6263984187,15.4713120493,1.000080328,-5.3559549342,-4.6852183999,5.908996582,2.5895077366,9.7752990723,4.35767646,5.0648803711,2.2114091181,0.0087735967,0.010264432,45877670.0,0.7301678573,7841940375.45166,218.6922188285,234.8562745604,1,1
2024-11-28,234.0989532471,234.8562745604,232.9829199914,233.640588962,33498400,0.0,0.0,1.873354569,0.4583642851,232.7059051514,1,229.8321136475,1,226.823828125,1,227.8515609741,1,224.5841067505,1,205.2382032013,1,230.210050121,228.5597737035,68.8951105412,92.2488116479,1.6502764175,0.6150009847,1.0352754328,235.2542361821,226.823828125,218.3934200679,16.8608161142,0.9314811972,-5.3559549342,-4.6852183999,6.387298584,2.8049941464,6.6862335205,2.9401317255,9.2354736328,4.1071469892,0.0081844785,0.010262892400000001,44735120.0,0.7488165897,7841940375.45166,218.6922188285,234.8562745604,1,1
2024-11-29,236.4904937744,236.9687916118,233.1423785033,233.9794035199,28481400,0.0102159386,0.010164108600000001,3.8264131085,2.5110902545,234.1926330566,1,231.0607528687,1,227.5544837952,1,228.0385137939,1,224.6569444275,1,205.5145623779,1,231.1762722215,229.1472344555,81.550983979,93.612364469,2.029037766,0.8978083410000001,1.131229425,236.6838566366,227.5544837952,218.4251109537,18.2587456829,0.9894098496,-3.1893348165,-2.616999604,7.4336395264,3.2453250748,12.2863922119,5.4800033212,14.6131134033,6.5861212977,0.0058342652,0.0101878725,42790890.0,0.6655949432,6735580349.386598,218.6922188285,236.9687916118,1,1
2024-12-02,238.742477417,239.9382295297,236.321080529,236.4306920263,48137100,0.009522512300000001,0.009477459,3.6171490007,2.3117853907,235.5318786621,1,232.2136581421,1,228.4425300598,1,228.3049453735,1,224.7139251709,1,205.8089330292,1,232.3403037901,229.8579932002,83.3622030378,98.8524093862,2.4823105899,1.2147087907,1.2676017991,238.3056578592,228.4425300598,218.5794022604,19.7262555988,1.0221440686,-6.6555547097000005,-5.6281253435,6.6962280273,2.8857299116,11.5290527344,5.074107197,17.760925293,8.0372886887,0.0053457109,0.0102687609,43141230.0,1.1158026788,11492370509.669495,220.1155595539,239.9382295297,1,1
2024-12-03,241.7916564941,241.9012679941,238.0549215481,238.9617062108,38861000,0.012771833100000001,0.0126909611,3.846346446,2.8299502833,237.0445068359,1,233.6455764771,1,229.4113700867,1,228.6144442749,1,224.7972218323,1,206.1112519836,1,233.7943580522,230.7419682668,84.7954762778,99.0029005249,3.0523897854,1.5822449897,1.4701447958,240.5107245388,229.4113700867,218.3120156345,22.1987089043,1.0577029935,-0.5949199406,-0.5031348888,7.5631408691,3.228958203,14.3191833496,6.2949081934,19.3768005371,8.7120082216,0.0056740419,0.0104884361,43406150.0,0.8952878797,9396265563.0188,220.1653517962,241.9012679941,1,1
2024-12-04,242.150390625,243.246505656,240.3966217803,242.0108864579,44383900,0.0014836498000000001,0.0014825502,2.8498838757,0.1395041671,238.6547943115,1,235.041619873,1,230.4344764709,1,228.9510253906,1,224.943162384,1,206.4213715363,1,235.079901525,231.5870365965,82.9397673527,98.7497920246,3.4928649285,1.9643689774,1.528495951,242.2833561049,230.4344764709,218.585596837,23.6977592679,0.9943891117,-5.5443861639000005,-4.7489611552,8.0514373779,3.4393307899,13.96043396,6.1179002634,20.4621276855,9.2301357836,0.0057949469,0.0095757614,44327580.0,1.0012705408,10747578722.460938,220.7164746065,243.246505656,1,1
2024-12-05,242.1802825928,243.6749766099,241.2735131114,243.1269343008,40033900,0.0001234438,0.0001234362,2.4014634985,-0.9466517080000001,240.2710601807,1,236.488482666,1,231.2221801758,1,229.2653103638,1,225.1361302185,1,206.7349665833,1,236.1722678431,232.371721491,96.8327051006,98.4220669047,3.800546352,2.3316044524,1.4689418996999999,244.006784095,231.2221801758,218.4375762566,25.5692078385,0.9285663633000001,-7.7439360953000005,-6.5104161278,8.0813293457,3.4520997354,14.4686279297,6.3539250774,15.7540740967,6.957707856,0.005485916,0.0095683517,44120140.0,0.9073837934000001,9695421215.290833,220.7164746065,243.6749766099,1,1
2024-12-06,241.9809875488,243.7646642164,241.2236814046,242.050747233,36870600,-0.0008229202000000001,-0.000823259,2.5409828118,-0.0697596842,241.3691589355,1,237.7808959961,1,232.0133712769,1,229.5702349854,1,225.3258125305,1,207.0529763031,1,237.0659170286,233.0835189818,95.0728528143,97.5932365174,3.9823980468,2.6617631712,1.3206348756000001,245.4215137994,232.0133712769,218.6052287543,26.8162850451,0.8717001164,-9.4609362244,-7.7389013964,5.4904937744,2.3216551696,12.9241333008,5.6423255018,15.8238220215,6.9968254088,0.0059204474,0.0095740424,43990370.0,0.8381516227,8921984199.51782,220.7164746065,243.7646642164,1,1
2024-12-09,245.8771514893,246.3654236468,240.8948383892,240.9745572234,44649200,0.016101116000000002,0.015972867800000002,5.4705852576,4.9025942659,242.79609375,1,239.1639862061,1,233.1353881836,1,229.8493652344,1,225.5579362488,1,207.4131043243,1,238.421491561,234.03119547,95.9680326838,98.3633201256,4.390296091,3.0074697552,1.3828263358,247.2582734953,233.1353881836,219.0125028719,28.2457706233,0.951103405,-2.2759210519,-1.9036731555,7.1346740723,2.9884393215,13.8309020996,5.9604075205000004,22.4403381348,10.04325912,0.0064099115000000005,0.009854599700000001,39440010.0,1.1320788205,10978218112.27417,221.972001846,246.3654236468,1,1
2024-12-10,246.8935394287,247.3319853997,244.4721274359,246.0166474866,36914800,0.0041337226000000005,0.0041252022,2.8598579639,0.8768919421,243.8164703369,1,240.4304885864,1,234.3082244873,1,230.2839941406,1,225.7897845459,1,207.8030368042,1,239.7248835406,234.9839616948,96.0273484966,98.1549549651,4.7409218458,3.3541601733,1.3867616725,248.9270943933,234.3082244873,219.6893545813,29.237739812,0.9304476003000001,-1.9555681321,-1.7288890196,5.1018829346,2.1100326655,12.6650238037,5.4071229414,23.4567260742,10.4981474279,0.006298583,0.009861433000000001,38532870.0,0.9580080591000001,9114025629.302977,221.972001846,247.3319853997,1,1
2024-12-11,245.6180877686,249.9128394219,245.3888904081,247.0828891025,45205800,-0.0051659985,-0.0051793884,4.5239490138,-1.4648013339000001,244.5100097656,1,241.5824020386,1,235.372946167,1,230.6817669678,1,226.0732041931,1,208.1915563202,1,240.6315303449,235.7716747417,92.4020592631,84.9900139463,4.8598556032,3.6552992593,1.2045563439,250.0317151634,235.372946167,220.7141771706,29.3175379927,0.8494543643,-18.9533594293,-15.3708765591,3.4676971436,1.4320427626,11.5191345215,4.9206262402,21.2944335938,9.4927276716,0.006913572000000001,0.0094117004,39703610.0,1.138581605,11103362152.04773,223.4766880681,249.9128394219,1,1
2024-12-12,247.0828704834,247.8601100871,244.81092179,246.0166482139,32777500,0.0059636598,0.0059459476,3.0491882972,1.0662222695,245.4905273437,1,242.8807937622,1,236.3564537048,1,231.1309326172,1,226.381710968,1,208.5879954529,1,241.6240442124,236.6095410972,92.4448471688,82.1041248891,5.0145031151,3.9271400305,1.0873630847,251.4008724727,236.3564537048,221.312034937,30.0888375357,0.8564915649,-13.4853489022,-10.7049203216,4.9025878905999996,2.0243546824,12.9839172363,5.5463371605,19.6701507568,8.6495385045,0.006704074700000001,0.0085872142,39631520.0,0.8270563430000001,8098758787.269592,223.4766880681,249.9128394219,1,1
2024-12-13,247.2522888184,248.4081739676,245.3689749677,246.9433878214,33155300,0.0006856741,0.0006854392,3.0391989999,0.308900997,246.5447875977,1,243.9569732666,1,237.5088630676,1,231.5609912109,1,226.6872390747,1,208.9766934204,1,242.4899279979,237.397892784,91.2878690578,81.6833315645,5.0920352139,4.1601190672,0.9319161467,252.1596590563,237.5088630676,222.8580670789,29.3015919774,0.8325220609,-15.2833182447,-10.0640617764,5.2713012695,2.1783948082,10.7617950439,4.5506247935,23.0481872559,10.2800025045,0.0066254876,0.0080241603,40098910.0,0.8268379365,8197723811.45935,224.373499961,249.9128394219,1,1
2024-12-16,250.1519622803,250.490771117,246.7739547033,247.11276354,51694800,0.01172759,0.0116593548,3.7168164138,3.0391987402,247.3997497559,1,245.0979217529,1,238.6557899475,1,232.1507699585,1,227.0189802551,1,209.3698617554,1,243.6687025029,238.3426386768,91.6145533836,86.4964441898,5.3260638261,4.3933080189,0.9327558071000001,253.5031589545,238.6557899475,223.8084209405,29.694738014,0.8871451005000001,-1.9351823039,-1.2972597127,4.274810791,1.7385961913,11.4094848633,4.778992405,22.9385375977,10.0955907996,0.0068450276,0.008019775100000001,40454680.0,1.2778447389,12931555659.68628,224.9115969802,250.490771117,1,1
2024-12-17,252.5833435059,252.9321115087,248.8964348113,249.1953766416,51356400,0.0097196168,0.0096726852,4.0356766974,3.3879668642,248.5377105713,1,246.1770904541,1,239.9113334656,1,232.7079537964,1,227.3694674683,1,209.7728041077,1,245.0401857341,239.3975057055,93.1195544073,90.3031512322,5.6426800286,4.6431824209,0.9994976078000001,255.0214076472,239.9113334656,224.8012592839,30.2201483633,0.9193232240000001,-1.7482813904999999,-1.2446880749,5.6898040771,2.3045577014,10.7916870117,4.4632172872,25.1108703613,11.0390809113,0.0065047091000000005,0.0080734905,41704220.0,1.2314437244,12971771222.424314,224.9115969802,252.9321115087,1,1
2024-12-18,247.1725616455,253.3805196543,246.8636606589,251.2680237166,56774100,-0.0214217683,-0.0216545447,6.5168589953,-4.0954620711,248.8486053467,-1,246.6793075562,1,240.8604637146,1,233.0818719482,1,227.6332365417,1,210.1591175842,1,245.3682435666,239.9734357773,74.3504773511,54.4158065234,5.3948077893,4.7935074946,0.6013002948,255.2374256909,240.8604637146,226.4835017383,28.7539239526,0.7195212710000001,-30.6745464539,-21.8060868682,1.554473877,0.6328824929,5.0221710205,2.0739884035,18.9826049805,8.3187732089,0.0104688048,0.009252970400000001,42943240.0,1.3220730434,14032999732.118225,224.9115969802,253.3805196543,1,1
2024-12-19,248.9063873291,251.1085763755,246.2159413375,246.6244946545,60882300,0.0070146365,0.0069901484,4.8926350381,2.2818926746,249.2133087158,-1,247.3519180298,1,241.9202003479,1,233.5004202271,1,227.9513287354,1,210.5448168182,1,245.9125733763,240.6351358946,73.7062606195,56.5414582284,5.2774374817,4.890293492,0.3871439897,255.3067276844,241.9202003479,228.5336730114,26.773054673,0.7609409747,-26.2267258162,-15.715846983,1.8235168457,0.7380183184,6.7261047363,2.7773131092,21.194732666,9.3077065807,0.0105504084,0.008658271700000001,45028080.0,1.3520962919000001,15153993345.286562,227.253259365,253.3805196543,1,1
2024-12-20,253.5897674561,254.0979578981,244.8208937112,247.1625716513,147495300,0.0188158294,0.0186410013,9.277064187,6.4271958048,250.4808044434,1,248.5127960205,1,243.1468460083,1,234.0422976685,1,228.3013415527,1,210.9558195496,1,247.0936801578,241.5947382356,75.940159912,71.208898098,5.4989419222,5.012023178,0.48691874420000003,256.0580058013,243.1468460083,230.2356862153,25.822319586,0.9044145381,-3.1676699533,-1.8930756158,6.3374786377,2.5631627792,11.6087799072,4.7973933923,24.532913208,10.7104034448,0.011579998400000001,0.009069466600000001,56090550.0,2.6295926854,37403298827.86102,228.9273316754,254.0979578981,1,1
2024-12-23,254.3670043945,254.7456498317,252.5534352196,253.8687731097,40858800,0.0030649381,0.0030602507000000003,2.1922146121,0.4982312848,251.3238128662,1,249.361781311,1,244.2628837585,1,234.525067749,1,228.7644142151,1,211.3652476501,1,248.2126531173,242.5408320279,73.8653962209,70.1155847713,5.6718210893,5.1439827603,0.527838329,256.991414727,244.2628837585,231.5343527901,25.457061937,0.8969083573000001,-2.6388228932,-1.4665766952000001,4.2150421143,1.6849926244,8.4898529053,3.4528840333,22.3207550049,9.6190975134,0.0108732997,0.0085619272,55711510.0,0.7333996153,10393130559.155273,232.5046394423,254.7456498317,1,1
2024-12-24,257.2866821289,257.2966260774,254.3869568086,254.5862615131,23234700,0.0114782094,0.0114128345,2.9096692688,2.7004206158,252.2644805908,1,250.4010955811,1,245.4157920837,1,235.0154672241,1,229.2769656372,1,211.7775582886,1,249.6086575806,243.6331172236,76.1806983687,74.0564201765,5.9755403569,5.3102942796,0.6652460773000001,258.4898359228,245.4157920837,232.3417482447,26.1480876781,0.9539869298,-0.0606272235,-0.0401095266,4.7033386230000005,1.8620937382,10.3931427002,4.2095644642,23.0581665039,9.8443037315,0.0111683713,0.0086163648,54343500.0,0.42755251320000004,5977978873.260498,232.9829199914,257.2966260774,1,1
2024-12-25,257.2866821289,257.2966260774,254.3869568086,254.5862615131,23234700,0.0,0.0,2.9096692688,2.7004206158,254.2873046875,1,251.5679550171,1,246.5751785278,1,235.5470755005,1,229.7637667847,1,212.1770111847,1,250.7898921265,244.6444924044,76.156042257,69.8669168402,6.1453997221,5.4773153681,0.668084354,259.5357186938,246.5751785278,233.6146383618,25.921080332,0.9132352303,-0.0606272235,-0.0408985304,10.1141204834,4.0919268773,11.6685943604,4.7507064591,23.1877288818,9.9050972079,0.0108010468,0.0086591207,52146390.0,0.4455667976,5977978873.260498,232.9829199914,257.2966260774,1,1
2024-12-26,258.103729248,259.1799258752,256.7186620602,257.2766786782,27237100,0.0031756293000000002,0.0031705976,2.461263815,0.8270505699,256.1267730713,1,252.6700408936,1,247.7754173279,1,236.0876586914,1,230.2240402222,1,212.616789093,1,251.9150978375,245.6414729137,77.331119846,66.8902301244,6.2736249238,5.6365772792,0.6370476445000001,260.3102020029,247.7754173279,235.2406326528,25.0695693501,0.9119860128,-5.8856520537,-4.1080901837,9.1973419189,3.6951008038,11.0208587646,4.460389643,24.004776001,10.2541150518,0.0108009261,0.0084872598,51592350.0,0.5279290437,7029997083.901978,233.1423785033,259.1799258752,1,1
2024-12-27,254.6858673096,257.784881748,252.1648181972,256.9179337589,42355300,-0.0132422028,-0.013330662600000001,5.6200635508,-2.2320664493,256.345993042,-1,253.4133987427,1,248.6851860046,1,236.5031488037,1,230.6210043335,1,213.0349601746,1,252.341370064,246.3114280556,65.1785920873,76.1805359122,6.0299420083,5.7152502251,0.3146917833,260.3847151537,248.6851860046,236.9856568556,23.3990582981,0.7564496925,-30.5556170366,-17.2599150812,1.0960998535,0.4322334708,7.4335784912000005,3.0064750975,18.1953735352,7.6939132921,0.0121505272,0.0084237779,52512350.0,0.8065778812000001,10787296315.657043,236.321080529,259.1799258752,1,1
2024-12-30,251.3078765869,252.6032810693,249.8630087894,251.3377692499,35557500,-0.013263361500000001,-0.0133521054,2.7402722798,-0.029892663000000003,255.7341674805,-1,253.5289901733,-1,249.3134559631,1,236.8216162109,1,230.9688601685,1,213.4433402252,1,252.1823710675,246.681535355,57.0340134467,57.507847309,5.5008357125,5.6723673225999995,-0.1715316101,260.0769591591,249.3134559631,238.5499527671,21.527006392,0.5926473745,-54.7849331909,-34.4376505859,-3.0591278076,-1.2026433282,1.1559143066,0.4620848448,12.565399169900001,5.2631602494,0.0127202853,0.0088258241,50898620.0,0.6985945788,8935879821.739199,238.0549215481,259.1799258752,-1,1
2024-12-31,249.5341796875,252.3840635284,248.5476761717,251.5470385358,39480700,-0.0070578643,-0.007082888900000001,3.8363873567,-2.0128588483,254.1836669922,-1,253.2240737915,-1,249.7005821228,-1,237.1169519043,1,231.2617521667,1,213.8485112,1,251.774957009,246.892842343,56.1425511291,34.5011493502,4.882114666,5.5143167913,-0.6322021252000001,259.8652854833,249.7005821228,239.5358787623,20.3294067209,0.491814693,-67.1288429629,-45.6603276304,-7.7525024414,-3.0131767324,-3.0491638184,-1.2071911695,7.7425231934,3.2021465528,0.012478285700000001,0.0090230137,49711050.0,0.7942037032,9851784087.988281,240.3966217803,259.1799258752,-1,1
2025-01-01,249.5341796875,252.3840635284,248.5476761717,251.5470385358,39480700,0.0,0.0,3.8363873567,-2.0128588483,252.6331665039,-1,253.4602355957,-1,250.0697715759,-1,237.5138153076,1,231.5501651001,1,214.2358106232,1,251.4302220365,247.0884969614,54.0301714082,30.3643875294,4.341725075,5.279798448,-0.938073373,259.596155487,250.0697715759,240.5433876649,19.0527678222,0.47188902460000004,-67.1754619497,-51.3527659401,-7.7525024414,-3.0131767324,2.361618042,0.9554531564000001,7.3837890625,3.0492575475,0.010250110100000001,0.0090410776,47981710.0,0.8228281151,9851784087.988281,240.8948383892,259.1799258752,-1,1
2025-01-02,242.9874267578,248.2188557451,240.9646087658,248.0494437119,55740700,-0.026235896600000003,-0.026586198300000002,7.2542469793,-5.0620169541,249.6099060059,-1,252.8683395386,-1,250.1101287842,-1,237.783526001,1,231.7432493591,1,214.5994610596,1,250.1313304552,246.7847139829,44.2036661601,5.1279055514,3.3466164723,4.8931620529,-1.5465455806000001,259.5016697947,250.1101287842,240.7185877737,18.783082021,0.1207916242,-88.8949614224,-88.5557650723,-15.1163024902,-5.856677288,-5.9189605713,-2.3779866137,0.8071441650000001,0.3332823616,0.0130832671,0.0104733185,47467550.0,1.174290647,13544289258.6792,240.8948383892,259.1799258752,-1,1
2025-01-03,242.4991607666,243.3162522656,241.0343593964,242.4991607666,40244100,-0.002009429,-0.0020114506,2.2818928692,0.0,247.1725646973,-1,251.7592788696,-1,250.1360374451,-1,238.0267489624,1,231.9182125854,1,214.960670166,1,248.9571505031,246.467265596,38.8695910767,4.9754368816,2.489884907,4.4125066237,-1.9226217167000001,259.4355611894,250.1360374451,240.8365137007,18.5990474887,0.0893942051,-91.5754856663,-91.2260612444,-12.186706543,-4.7849952067,-11.0906066895,-4.3734440868,0.5181732178,0.21413798790000002,0.0108026816,0.0104769398,36742430.0,1.0953031686,9759160475.807192,240.8948383892,259.1799258752,-1,1
2025-01-06,244.1333465576,246.4551063311,242.3397107664,243.4457849039,45045600,0.0067389338,0.0067163287,4.1153955647,0.6875616537,245.7376586914,-1,250.7359130859,-1,250.0488471985,-1,238.2630404663,1,232.1111103821,1,215.3372483826,1,248.2150268192,246.2943827041,37.4183742324,9.4797208962,1.9206441151,3.914134122,-1.9934900069000001,259.5470749491,250.0488471985,240.5506194479,18.9964555012,0.18859976850000001,-82.6039932613,-82.2888013474,-7.1745300293,-2.8548767060999998,-10.2336578369,-4.0231860501,-1.7438049316000002,-0.7092179656,0.0111422529,0.010308473200000001,37161110.0,1.2121704653,10997133075.6958,240.9646087658,259.1799258752,-1,-1
2025-01-07,241.3532104492,244.6813918484,240.4962520142,242.1204756955,40856000,-0.011387777,-0.0114531142,4.1851398342,-0.7672652463,244.1014648437,-1,249.142565918,-1,249.7718307495,-1,238.438354187,1,232.270035553,1,215.7058335114,1,247.1593627622,245.928369944,40.5988040484,9.8438828455,1.2309928183,3.3775058612,-2.146513043,259.9559353765,249.7718307495,239.5877261225,20.368209254,0.08667842640000001,-95.4133301545,-95.4133301545,-8.1809692383,-3.2784964563,-15.9334716797,-6.1928862963,-5.5403289795,-2.2440153729,0.009877948400000001,0.010473434700000001,38923240.0,1.0496556813,9860726766.113281,240.4962520142,259.1799258752,-1,-1
2025-01-08,241.8414764404,242.8479134244,239.2008565618,241.064236808,37628900,0.0020230350000000003,0.0020209914,3.6470568626,0.7772396324,242.5629241943,-1,247.5980453491,-1,249.5830001831,-1,238.6945022583,1,232.4349382019,1,216.072838974,1,246.341226405,245.6256370915,38.1080117572,15.4795767563,0.7155893135,2.8451225517000003,-2.1295332382,260.2213096804,249.5830001831,238.9446906858,21.2766189947,0.1361487817,-86.7830686345,-86.7830686345,-7.6927032471,-3.0828254697,-15.4452056885,-6.0031112223,-3.7766113281,-1.5375949558,0.0100413175,0.010470376200000001,40362660.0,0.9322700734,9100228732.829285,239.2008565618,259.1799258752,-1,-1
2025-01-09,241.8414764404,242.8479134244,239.2008565618,241.064236808,37628900,0.0,0.0,3.6470568626,0.7772396324,242.3337341309,-1,245.9718200684,-1,249.320930481,-1,239.0340621948,1,232.6184541321,1,216.4439646912,1,245.6489571797,245.3453288948,26.5232494036,17.77954171,0.3036282849,2.3368236983,-2.0331954134,260.464790422,249.320930481,238.1770705399,22.2877198821,0.1644136735,-86.7830686345,-86.7830686345,-1.1459503174,-0.4716088946,-16.2622528076,-6.3006655715,-5.241394043,-2.1213101632,0.0097607621,0.010470376200000001,41401840.0,0.9088702338,9100228732.829285,239.2008565618,259.1799258752,-1,-1
2025-01-10,236.0121917725,239.3104808095,232.1758043736,239.1610022847,61710900,-0.0241037425,-0.0243989917,7.1346764359,-3.1488105122,241.036340332,-1,244.1044525146,-1,248.7589256287,-1,239.3167584229,-1,232.7206843567,1,216.7821711731,1,244.1663778863,244.6539854036,19.4830722395,11.9461065245,-0.4876075173,1.7719374552,-2.2595449725,261.3781084109,248.7589256287,236.1397428464,25.2383655645,-0.0050538563,-85.7933264054,-85.7933264054,-6.4869689941,-2.6750480182,-18.6736755371,-7.3320423054,-11.2400970459,-4.5460032340000005,0.0111121442,0.0112873732,43337400.0,1.4239640588,14564524765.251158,232.1758043736,259.1799258752,-1,-1
2025-01-13,233.5708465576,233.8398957391,228.9074085046,232.7039288899,49630700,-0.0103441487,-0.010398021300000001,4.9324872345,0.8669176677,238.923840332,-1,242.3307495117,-1,247.9298698425,-1,239.5685443115,-1,232.7951168823,1,217.1137805939,1,242.5362961434,243.8330121549,9.9324732267,15.536026824,-1.2967160115,1.1582067619,-2.4549227734,262.2303921132,247.9298698425,233.6293475719,28.6010445413,-0.0020454153,-84.595142862,-84.595142862,-10.5625,-4.3265289846,-17.7370300293,-7.0578886226,-16.5811157227,-6.6284172115,0.0109823661,0.0112918722,44744720.0,1.1091967946,11592284614.247131,228.9074085046,259.1799258752,-1,-1
2025-01-14,232.4548034668,235.2847537155,231.6476711611,233.9196047641,39435300,-0.004778178,-0.0047896300000000004,3.6370825544,-1.4648012973,237.1441589355,-1,240.6228118896,-1,246.9234428406,-1,239.7693432617,-1,232.8499282837,-1,217.4337532806,1,240.9852972701,242.990181881,9.5715239672,14.8534749445,-2.0048846109,0.5255884873000001,-2.5304730982,262.6109397578,246.9234428406,231.2359459234,31.3749938344,0.0388480568,-88.2817972527,-88.2817972527,-8.898406982400001,-3.6868815484,-17.0793762207,-6.8445037237,-20.1285400391,-7.9690686487,0.011010139,0.0110230012,44740180.0,0.8814291762,9166924911.154175,228.9074085046,259.1799258752,-1,-1
2025-01-15,237.0285644531,238.1147202916,233.6007305222,233.8099943678,39832000,0.0196759151,0.0194848466,4.5139897694,3.2185700854,236.1815765381,1,239.3722503662,-1,246.416242981,-1,240.076149292,-1,232.9658059692,1,217.7859774017,1,240.3765691444,242.5485805897,19.4275628324,29.3811314939,-2.1720114453,-0.013931499200000001,-2.1580799461,262.713901398,246.416242981,230.1185845639,32.5953168341,0.21199302720000002,-71.8771934093,-73.1731727193,-4.8129119873,-1.99011024,-12.5056152344,-5.0115840844,-10.1439971924,-4.1040142663,0.013805318,0.0116606924,44775310.0,0.8895974143000001,9441321779.296875,228.9074085046,259.1799258752,-1,-1
2025-01-16,227.4525604248,237.1680713225,227.2233782712,236.5104175251,71759100,-0.040400211000000005,-0.0412389679,9.9446930513,-9.0578571003,233.303793335,-1,237.8187637329,-1,245.3435516357,-1,240.0966763306,-1,232.9530766296,-1,218.0542803192,1,238.3882601106,241.4303568729,16.4826881126,21.0700909441,-3.0420967623,-0.6195645518,-2.4225322105,263.6512838803,245.3435516357,227.0358193912,36.615464489,0.011381558,-99.0969935724,-99.2828319366,-14.3889160156,-5.9497304711000005,-15.534866333,-6.3932799076,-21.4538269043,-8.6192351809,0.0166541175,0.0137316855,46377150.0,1.5472943033000002,16321791028.779602,227.2233782712,259.1799258752,-1,-1
2025-01-17,229.1664733887,231.4682996513,227.6717794306,231.2989028273,68488300,0.007535254700000001,0.0075070064,3.7965202206,-2.1324294386,231.9346496582,-1,236.4854949951,-1,244.1223869324,-1,240.1568624878,-1,232.9653495789,-1,218.3236566162,1,236.9695236919,240.5219210587,21.5856482615,24.9013329047,-3.5523973668,-1.2061311148,-2.346266252,263.3492593293,244.1223869324,224.8955145354,38.4537447939,0.11106743640000001,-92.2772567695,-93.9195712205,-6.8457183838,-2.9005782847,-13.3326873779,-5.4980344409,-24.4232940674,-9.6310250656,0.017201933500000002,0.0138406896,49201570.0,1.3919941986,15695222179.385376,227.2233782712,259.1799258752,-1,-1
2025-01-20,229.1664733887,231.4682996513,227.6717794306,231.2989028273,68488300,0.0,0.0,3.7965202206,-2.1324294386,231.0537750244,-1,234.9888076782,-1,242.8623603821,-1,240.2714556885,-1,232.9776225281,-1,218.6121953583,1,235.7690544144,239.6807767863,22.6151857703,24.9013329047,-3.9117223718,-1.7472493662000002,-2.1644730056,262.5596419478,242.8623603821,223.1650788163,39.3945631315,0.1523406809,-92.2772567695,-93.9195712205,-4.4043731689,-1.8856690524,-14.9668731689,-6.1306140189,-25.2005310059,-9.9071540611,0.016796232,0.0134320088,51545840.0,1.3286872423,15695222179.385376,227.2233782712,259.1799258752,-1,-1
